id_transaccion,fecha,producto,categoria,cantidad,precio,total,segmento_cliente,estado
24369,1/28/2025,Dock USB,Accesorios,3,1016.363616,3049.09,Empresa,Completada
24370,8/2/2025,Laptop,Computo,3,801.4572582,2404.37,PYME,Completada
24371,10/29/2025,Router,Red,1,1269.431938,1269.43,Empresa,Completada
24372,5/8/2025,Laptop,Computo,1,1296.033383,1296.03,Individual,Completada
24373,1/12/2025,SSD,Almacenamiento,2,174.9829163,349.97,Empresa,Completada
24374,9/23/2025,SSD,Almacenamiento,2,1338.93033,2677.86,Empresa,Completada
24375,12/11/2025,Webcam,Video,2,194.2543716,388.51,PYME,Completada
24376,9/4/2025,Auriculares,Audio,3,1189.945617,3569.84,Empresa,Completada
24377,8/1/2025,Auriculares,Audio,1,434.0399685,434.04,Individual,Completada
24378,3/25/2025,Mouse,Accesorios,3,883.5409288,2650.62,PYME,Completada
24379,1/21/2025,Webcam,Video,2,1233.077183,2466.15,Individual,Completada
24380,9/20/2025,Laptop,Computo,3,1019.128011,3057.38,Individual,Completada
24381,3/4/2025,Dock USB,Accesorios,1,299.227289,299.23,Empresa,Completada
24382,11/21/2025,Auriculares,Audio,1,394.8286987,394.83,Individual,Completada
24383,6/18/2025,Tablet,Computo,1,410.4104837,410.41,PYME,Completada
24384,6/30/2025,Teclado,Accesorios,2,1143.125477,2286.25,PYME,Completada
24385,10/18/2025,Laptop,Computo,1,887.5965216,887.6,Individual,Completada
24386,10/6/2025,Dock USB,Accesorios,3,168.6500753,505.95,Individual,Completada
24387,8/31/2025,Monitor,Pantallas,3,837.3910071,2512.17,Individual,Completada
24388,12/5/2025,Router,Red,1,1396.862415,1396.86,Individual,Completada
24389,12/3/2025,Auriculares,Audio,3,796.4261783,2389.28,PYME,Cancelada
24390,12/17/2025,Webcam,Video,2,613.7884217,1227.58,PYME,Completada
24391,10/29/2025,Teclado,Accesorios,3,1033.649564,3100.95,Individual,Completada
24392,9/10/2025,Router,Red,3,1065.099232,3195.3,PYME,Completada
24393,8/30/2025,Mouse,Accesorios,3,423.9409476,1271.82,PYME,Completada
24394,2/16/2025,Monitor,Pantallas,1,1092.853722,1092.85,,Completada
24395,4/6/2025,SSD,Almacenamiento,2,275.8582185,551.72,Empresa,Completada
24396,1/4/2025,Auriculares,Audio,3,936.9067326,2810.72,Empresa,Completada
24397,3/9/2025,Auriculares,Audio,2,1452.680313,2905.36,Empresa,Completada
24398,6/10/2025,Auriculares,Audio,2,1216.267919,2432.54,PYME,Completada
24399,3/5/2025,SSD,Almacenamiento,3,327.9025693,983.71,PYME,Completada
24400,12/10/2025,SSD,Almacenamiento,3,1278.641233,3835.92,Individual,Completada
24401,10/3/2025,Webcam,Video,2,690.1140928,1380.23,Empresa,Completada
24402,2/26/2025,Mouse,Accesorios,1,657.922708,657.92,Individual,Completada
24403,3/27/2025,Webcam,Video,2,790.7616249,1581.52,Empresa,Completada
24404,10/3/2025,Laptop,Computo,1,164.7735148,164.77,Empresa,Completada
24405,10/12/2025,Auriculares,Audio,2,1136.113639,2272.23,Empresa,Completada
24406,12/23/2025,SSD,Almacenamiento,1,642.3235727,642.32,Empresa,Completada
24407,12/7/2025,Monitor,Pantallas,1,739.9260289,739.93,Individual,Completada
24408,12/22/2025,Laptop,Computo,3,361.417667,1084.25,Individual,Completada
24409,6/17/2025,Laptop,Computo,1,898.3930818,898.39,Empresa,Completada
24410,4/5/2025,Monitor,Pantallas,3,1459.572951,4378.72,Empresa,Completada
24411,10/4/2025,Monitor,Pantallas,2,607.481167,1214.96,Empresa,Completada
24412,4/11/2025,Router,Red,1,143.6326284,143.63,Individual,Completada
24413,10/1/2025,Mouse,Accesorios,3,1240.654589,3721.96,Empresa,Completada
24414,7/25/2025,Webcam,Video,3,381.2305715,1143.69,PYME,Completada
24415,9/29/2025,Dock USB,Accesorios,1,1117.613477,1117.61,Individual,Completada
24416,4/18/2025,Teclado,Accesorios,2,1253.499965,2507,Individual,Completada
24417,7/14/2025,Router,Red,3,1121.165418,3363.5,Individual,Completada
24418,7/19/2025,Auriculares,Audio,1,145.2590986,145.26,PYME,Completada
24419,12/1/2025,SSD,Almacenamiento,2,135.1992418,270.4,PYME,Completada
24420,4/19/2025,Dock USB,Accesorios,3,655.3122099,1965.94,,Completada
24421,12/19/2025,SSD,Almacenamiento,2,271.9726602,543.95,PYME,Completada
24422,10/22/2025,Webcam,Video,1,328.3392317,328.34,Empresa,Completada
24423,9/17/2025,Laptop,Computo,3,1368.271736,4104.82,PYME,Completada
24424,10/20/2025,Tablet,Computo,3,1498.112196,4494.34,PYME,Completada
24425,8/12/2025,Router,Red,2,507.8689671,1015.74,Individual,Completada
24426,3/16/2025,Dock USB,Accesorios,1,1193.170657,1193.17,Individual,Completada
24427,3/4/2025,Teclado,Accesorios,2,726.2519808,1452.5,PYME,Completada
24428,10/29/2025,Tablet,Computo,3,1339.90393,4019.71,Individual,Completada
24429,9/25/2025,Webcam,Video,2,359.9651446,719.93,Individual,Completada
24430,3/16/2025,Tablet,Computo,3,452.5121266,1357.54,Empresa,Completada
24431,8/5/2025,Mouse,Accesorios,2,267.2439542,534.49,Empresa,Completada
24432,6/23/2025,Laptop,Computo,3,1405.280416,4215.84,PYME,Completada
24433,3/26/2025,Laptop,Computo,3,164.4226505,493.27,,Completada
24434,7/1/2025,Tablet,Computo,3,931.7893759,2795.37,Individual,Completada
24435,4/23/2025,Monitor,Pantallas,2,392.0025343,784.01,Empresa,Completada
24436,2/21/2025,Router,Red,1,472.5393871,472.54,PYME,Completada
24437,6/24/2025,Auriculares,Audio,2,313.6158881,627.23,Empresa,Completada
24438,8/11/2025,Laptop,Computo,1,190.3360155,190.34,Individual,Cancelada
24439,1/14/2025,Tablet,Computo,3,727.7148866,2183.14,,Completada
24440,6/27/2025,Auriculares,Audio,3,226.6059434,679.82,Individual,Completada
24441,4/24/2025,Mouse,Accesorios,3,751.4054643,2254.22,Individual,Completada
24442,1/20/2025,Auriculares,Audio,1,543.0540847,543.05,Individual,Completada
24443,2/19/2025,Laptop,Computo,3,1428.198837,4284.6,Individual,Completada
24444,3/7/2025,Auriculares,Audio,3,1258.190597,3774.57,Individual,Completada
24445,3/17/2025,Mouse,Accesorios,2,176.4945138,352.99,Individual,Completada
24446,10/25/2025,Tablet,Computo,3,756.2631938,2268.79,Individual,Completada
24447,6/2/2025,Laptop,Computo,2,735.9771329,1471.95,Individual,Completada
24448,3/7/2025,Webcam,Video,1,1058.099325,1058.1,Individual,Completada
24449,2/15/2025,Laptop,Computo,1,677.4912159,677.49,PYME,Completada
24450,4/15/2025,Monitor,Pantallas,3,1055.129536,3165.39,Empresa,Completada
24451,10/15/2025,SSD,Almacenamiento,3,678.6321321,2035.9,PYME,Completada
24452,5/8/2025,Laptop,Computo,1,1151.748598,1151.75,Individual,Completada
24453,3/17/2025,Monitor,Pantallas,1,1259.429577,1259.43,Empresa,Completada
24454,6/1/2025,Router,Red,3,902.8138045,2708.44,Individual,Completada
24455,7/20/2025,Mouse,Accesorios,1,1099.331316,1099.33,Empresa,Completada
24456,1/21/2025,Teclado,Accesorios,1,1336.567194,1336.57,Individual,Completada
24457,8/21/2025,SSD,Almacenamiento,3,770.487922,2311.46,Individual,Completada
24458,6/18/2025,Auriculares,Audio,2,1475.686029,2951.37,Empresa,Completada
24459,1/13/2025,SSD,Almacenamiento,3,182.2415824,546.72,,Completada
24460,9/26/2025,Auriculares,Audio,2,494.5403096,989.08,Empresa,Completada
24461,9/24/2025,Laptop,Computo,3,1284.39607,3853.19,Individual,Completada
24462,8/8/2025,Teclado,Accesorios,1,755.8399609,755.84,PYME,Completada
24463,5/9/2025,Webcam,Video,3,547.4408852,1642.32,Empresa,Completada
24464,7/16/2025,Monitor,Pantallas,3,823.0893703,2469.27,Individual,Completada
24465,6/23/2025,Mouse,Accesorios,2,697.7717746,1395.54,Individual,Completada
24466,9/9/2025,Monitor,Pantallas,3,946.1643148,2838.49,Individual,Completada
24467,8/27/2025,Teclado,Accesorios,3,709.8835111,2129.65,PYME,Completada
24468,2/10/2025,Laptop,Computo,3,243.2810601,729.84,Empresa,Completada
24469,9/2/2025,Webcam,Video,3,259.6516989,778.96,,Completada
24470,9/9/2025,Tablet,Computo,1,510.9523954,510.95,PYME,Completada
24471,5/13/2025,Dock USB,Accesorios,2,1086.996028,2173.99,PYME,Completada
24472,11/22/2025,Mouse,Accesorios,2,1034.958476,2069.92,PYME,Completada
24473,11/17/2025,Webcam,Video,3,1243.373496,3730.12,Empresa,Completada
24474,3/16/2025,Dock USB,Accesorios,1,670.4180364,670.42,Empresa,Completada
24475,12/5/2025,Mouse,Accesorios,3,822.6436093,2467.93,Individual,Completada
24476,6/19/2025,Laptop,Computo,1,205.7240753,205.72,PYME,Completada
24477,9/10/2025,Teclado,Accesorios,1,198.9508264,198.95,Empresa,Completada
24478,10/13/2025,Auriculares,Audio,3,89.89425922,269.68,Empresa,Completada
24479,7/24/2025,Mouse,Accesorios,2,898.5053802,1797.01,Individual,Completada
24480,6/7/2025,Webcam,Video,2,413.2670728,826.53,Individual,Completada
24481,11/27/2025,Teclado,Accesorios,3,497.2532787,1491.76,Individual,Completada
24482,3/26/2025,Webcam,Video,1,1291.224292,1291.22,,Completada
24483,4/26/2025,SSD,Almacenamiento,3,1466.434699,4399.3,PYME,Completada
24484,5/6/2025,Laptop,Computo,2,418.7403648,837.48,Individual,Completada
24485,10/30/2025,SSD,Almacenamiento,3,1390.700958,4172.1,Individual,Completada
24486,12/3/2025,Laptop,Computo,1,841.2805996,841.28,Individual,Completada
24487,3/23/2025,Laptop,Computo,1,1443.248271,1443.25,PYME,Completada
24488,11/7/2025,Laptop,Computo,3,192.9338557,578.8,Individual,Completada
24489,4/29/2025,Monitor,Pantallas,2,1117.276353,2234.55,PYME,Completada
24490,11/30/2025,Teclado,Accesorios,3,1127.565227,3382.7,Individual,Completada
24491,8/3/2025,Webcam,Video,3,475.6193367,1426.86,Empresa,Completada
24492,1/2/2025,Mouse,Accesorios,1,968.66088,968.66,Individual,Completada
24493,1/29/2025,Laptop,Computo,1,278.9644618,278.96,Individual,Completada
24494,3/7/2025,Router,Red,2,51.93401779,103.87,PYME,Completada
24495,3/29/2025,Teclado,Accesorios,2,647.6537323,1295.31,,Completada
24496,10/25/2025,Teclado,Accesorios,1,1391.05572,1391.06,Individual,Completada
24497,3/9/2025,Auriculares,Audio,3,1474.135471,4422.41,Empresa,Completada
24498,12/14/2025,Laptop,Computo,2,389.4084143,778.82,Individual,Completada
24499,9/7/2025,Monitor,Pantallas,1,930.8501404,930.85,Empresa,Completada
24500,9/19/2025,Webcam,Video,1,66.74930268,66.75,Empresa,Completada
24501,3/20/2025,Tablet,Computo,3,1285.35538,3856.07,PYME,Completada
24502,12/23/2025,Dock USB,Accesorios,2,1364.652996,2729.31,Individual,Completada
24503,9/4/2025,Monitor,Pantallas,2,596.9167524,1193.83,Individual,Completada
24504,11/5/2025,SSD,Almacenamiento,2,1412.043002,2824.09,Individual,Completada
24505,12/18/2025,Teclado,Accesorios,1,922.4429708,922.44,Individual,Completada
24506,1/31/2025,Tablet,Computo,3,348.4895493,1045.47,Individual,Completada
24507,2/23/2025,Teclado,Accesorios,1,1208.288583,1208.29,PYME,Completada
24508,10/10/2025,Auriculares,Audio,1,245.5500016,245.55,Empresa,Completada
24509,11/12/2025,Dock USB,Accesorios,1,750.5988534,750.6,Individual,Completada
24510,8/25/2025,Monitor,Pantallas,3,141.8326398,425.5,Empresa,Completada
24511,5/27/2025,Mouse,Accesorios,1,1272.737023,1272.74,Individual,Completada
24512,9/2/2025,SSD,Almacenamiento,1,819.4488461,819.45,PYME,Completada
24513,4/25/2025,Tablet,Computo,2,1373.345445,2746.69,,Completada
24514,3/16/2025,Auriculares,Audio,3,940.5104515,2821.53,,Completada
24515,6/28/2025,Dock USB,Accesorios,1,1209.183653,1209.18,Individual,Completada
24516,3/9/2025,Webcam,Video,2,1068.723835,2137.45,,Completada
24517,6/26/2025,Router,Red,1,892.0656154,892.07,Individual,Completada
24518,11/29/2025,Webcam,Video,3,126.8391046,380.52,PYME,Completada
24519,11/11/2025,Router,Red,2,992.783443,1985.57,PYME,Completada
24520,12/16/2025,Router,Red,1,850.0553559,850.06,Individual,Completada
24521,10/19/2025,Tablet,Computo,1,138.6346739,138.63,Individual,Completada
24522,5/17/2025,Tablet,Computo,1,1132.288028,1132.29,Individual,Completada
24523,10/12/2025,Webcam,Video,1,449.6048853,449.6,PYME,Completada
24524,12/22/2025,Mouse,Accesorios,2,313.0098711,626.02,PYME,Completada
24525,12/10/2025,Tablet,Computo,3,244.4346563,733.3,Individual,Completada
24526,9/21/2025,Tablet,Computo,1,294.4666811,294.47,Individual,Completada
24527,3/11/2025,Auriculares,Audio,3,1467.577899,4402.73,Individual,Completada
24528,1/6/2025,Laptop,Computo,2,783.7313393,1567.46,PYME,Completada
24529,3/26/2025,Dock USB,Accesorios,2,1266.576878,2533.15,PYME,Completada
24530,12/9/2025,Tablet,Computo,1,121.8824842,121.88,PYME,Completada
24531,6/10/2025,Mouse,Accesorios,2,757.8786968,1515.76,Empresa,Completada
24532,11/15/2025,Teclado,Accesorios,2,1372.480098,2744.96,Empresa,Completada
24533,6/10/2025,Laptop,Computo,3,414.7691382,1244.31,PYME,Completada
24534,9/4/2025,Auriculares,Audio,3,311.205935,933.62,Individual,Completada
24535,1/17/2025,Mouse,Accesorios,1,236.0638135,236.06,Individual,Completada
24536,3/28/2025,Mouse,Accesorios,3,406.3039531,1218.91,Individual,Completada
24537,6/14/2025,Teclado,Accesorios,2,674.6417178,1349.28,Empresa,Completada
24538,9/14/2025,SSD,Almacenamiento,3,1359.430256,4078.29,Empresa,Completada
24539,3/22/2025,Mouse,Accesorios,2,272.223735,544.45,PYME,Cancelada
24540,10/3/2025,Laptop,Computo,3,221.832653,665.5,,Completada
24541,5/12/2025,Dock USB,Accesorios,3,1373.562639,4120.69,PYME,Completada
24542,10/24/2025,Monitor,Pantallas,2,1495.611924,2991.22,Empresa,Completada
24543,2/2/2025,Auriculares,Audio,2,560.2108378,1120.42,Empresa,Completada
24544,9/18/2025,Dock USB,Accesorios,2,179.7581371,359.52,Individual,Completada
24545,4/8/2025,Tablet,Computo,2,1124.452522,2248.91,Empresa,Completada
24546,10/17/2025,Teclado,Accesorios,3,828.9909679,2486.97,,Completada
24547,6/8/2025,Mouse,Accesorios,2,490.2887603,980.58,Individual,Completada
24548,9/22/2025,Laptop,Computo,3,294.527182,883.58,Individual,Completada
24549,12/2/2025,Teclado,Accesorios,1,671.2357295,671.24,PYME,Completada
24550,1/26/2025,SSD,Almacenamiento,2,301.9168198,603.83,Individual,Completada
24551,1/4/2025,Monitor,Pantallas,1,1249.794302,1249.79,Individual,Completada
24552,10/18/2025,Laptop,Computo,3,100.6008587,301.8,Individual,Completada
24553,9/11/2025,Dock USB,Accesorios,2,939.456578,1878.91,Individual,Completada
24554,4/7/2025,Monitor,Pantallas,2,882.1134883,1764.23,Individual,Completada
24555,6/14/2025,Laptop,Computo,1,947.5530596,947.55,Empresa,Completada
24556,1/28/2025,SSD,Almacenamiento,1,904.5455096,904.55,Individual,Completada
24557,3/21/2025,Tablet,Computo,3,952.4957713,2857.49,PYME,Completada
24558,6/17/2025,Mouse,Accesorios,1,413.9243462,413.92,,Completada
24559,11/7/2025,Webcam,Video,2,202.7445026,405.49,PYME,Completada
24560,6/24/2025,Teclado,Accesorios,3,903.6147487,2710.84,Individual,Completada
24561,8/20/2025,Teclado,Accesorios,2,1107.877851,2215.76,Individual,Completada
24562,11/19/2025,Webcam,Video,2,538.9850701,1077.97,Individual,Completada
24563,4/2/2025,SSD,Almacenamiento,1,246.8565913,246.86,PYME,Completada
24564,9/17/2025,Auriculares,Audio,1,584.5613353,584.56,PYME,Completada
24565,11/11/2025,Laptop,Computo,2,608.8330605,1217.67,Individual,Completada
24566,3/11/2025,Router,Red,2,1019.358072,2038.72,Individual,Completada
24567,5/3/2025,Teclado,Accesorios,1,506.5762627,506.58,,Completada
24568,12/15/2025,Teclado,Accesorios,3,629.082666,1887.25,Individual,Completada
24569,12/8/2025,Dock USB,Accesorios,2,1470.074783,2940.15,Empresa,Completada
24570,3/10/2025,Tablet,Computo,2,746.4411903,1492.88,Empresa,Completada
24571,2/27/2025,SSD,Almacenamiento,2,723.8002933,1447.6,Empresa,Completada
24572,4/25/2025,Dock USB,Accesorios,2,663.5765003,1327.15,PYME,Completada
24573,6/1/2025,Router,Red,1,169.3214644,169.32,Empresa,Completada
24574,6/5/2025,Dock USB,Accesorios,1,1072.464629,1072.46,Individual,Completada
24575,8/8/2025,Webcam,Video,2,1147.352219,2294.7,PYME,Completada
24576,12/15/2025,Router,Red,3,1313.703771,3941.11,,Completada
24577,5/19/2025,Laptop,Computo,3,1450.799104,4352.4,Empresa,Completada
24578,11/20/2025,Webcam,Video,3,1440.005348,4320.02,PYME,Completada
24579,2/14/2025,Mouse,Accesorios,1,922.5348251,922.53,Individual,Completada
24580,1/25/2025,Webcam,Video,2,648.067757,1296.14,Individual,Completada
24581,6/30/2025,Webcam,Video,2,483.9886475,967.98,Individual,Completada
24582,1/28/2025,Dock USB,Accesorios,1,1245.334955,1245.33,Empresa,Completada
24583,6/10/2025,Mouse,Accesorios,1,602.8395425,602.84,PYME,Completada
24584,12/24/2025,Mouse,Accesorios,3,479.1872104,1437.56,PYME,Completada
24585,3/11/2025,Dock USB,Accesorios,3,700.6111088,2101.83,Individual,Completada
24586,9/11/2025,Mouse,Accesorios,3,898.30248,2694.91,Individual,Completada
24587,4/7/2025,Teclado,Accesorios,3,1260.98087,3782.94,Individual,Completada
24588,1/19/2025,Webcam,Video,3,275.6770672,827.03,Individual,Completada
24589,7/7/2025,Teclado,Accesorios,2,455.4519022,910.9,Individual,Completada
24590,11/1/2025,Monitor,Pantallas,1,195.9654945,195.97,Empresa,Completada
24591,6/12/2025,Teclado,Accesorios,2,1340.05925,2680.12,Individual,Completada
24592,8/21/2025,Monitor,Pantallas,3,505.225549,1515.68,PYME,Completada
24593,12/23/2025,Auriculares,Audio,2,721.589868,1443.18,Individual,Completada
24594,9/29/2025,Auriculares,Audio,2,486.1657889,972.33,Empresa,Completada
24595,3/26/2025,Router,Red,1,439.5885893,439.59,PYME,Completada
24596,9/9/2025,Webcam,Video,1,421.8544339,421.85,Empresa,Completada
24597,7/16/2025,Monitor,Pantallas,2,1183.930185,2367.86,Empresa,Completada
24598,9/22/2025,Tablet,Computo,2,84.53619007,169.07,Individual,Completada
24599,6/22/2025,SSD,Almacenamiento,1,1447.551044,1447.55,Individual,Completada
24600,2/1/2025,Laptop,Computo,2,976.5004572,1953,Individual,Completada
24601,7/6/2025,Dock USB,Accesorios,2,856.2321215,1712.46,Individual,Completada
24602,6/24/2025,Laptop,Computo,3,1452.496881,4357.49,Empresa,Completada
24603,7/20/2025,Mouse,Accesorios,2,777.0203142,1554.04,PYME,Completada
24604,11/12/2025,Webcam,Video,1,933.1614184,933.16,PYME,Completada
24605,12/1/2025,Monitor,Pantallas,3,252.344393,757.03,Empresa,Completada
24606,6/12/2025,Mouse,Accesorios,3,454.1530712,1362.46,Individual,Completada
24607,6/22/2025,Dock USB,Accesorios,1,1108.823245,1108.82,Individual,Completada
24608,7/8/2025,Monitor,Pantallas,3,871.9786934,2615.94,Empresa,Completada
24609,7/5/2025,Router,Red,2,899.258936,1798.52,,Completada
24610,12/25/2025,Auriculares,Audio,3,1116.57903,3349.74,PYME,Completada
24611,9/5/2025,Tablet,Computo,1,509.0505431,509.05,PYME,Completada
24612,4/11/2025,SSD,Almacenamiento,2,747.9320486,1495.86,PYME,Completada
24613,7/14/2025,SSD,Almacenamiento,1,355.4828712,355.48,Empresa,Completada
24614,8/25/2025,Dock USB,Accesorios,3,388.036525,1164.11,PYME,Completada
24615,9/20/2025,Mouse,Accesorios,1,704.7083025,704.71,Individual,Completada
24616,8/3/2025,Mouse,Accesorios,1,1428.114857,1428.11,PYME,Completada
24617,3/3/2025,Webcam,Video,1,1383.169639,1383.17,Individual,Completada
24618,1/2/2025,SSD,Almacenamiento,1,436.7546492,436.75,PYME,Completada
24619,5/25/2025,Teclado,Accesorios,1,265.096743,265.1,Empresa,Completada
24620,6/18/2025,Dock USB,Accesorios,1,268.8370092,268.84,PYME,Completada
24621,2/19/2025,Teclado,Accesorios,1,635.722325,635.72,Individual,Completada
24622,10/6/2025,Teclado,Accesorios,2,1178.516573,2357.03,PYME,Completada
24623,5/25/2025,Auriculares,Audio,2,911.8515072,1823.7,Individual,Completada
24624,12/11/2025,Tablet,Computo,3,486.2802729,1458.84,Individual,Completada
24625,3/28/2025,Monitor,Pantallas,1,1399.759598,1399.76,Individual,Completada
24626,1/5/2025,Mouse,Accesorios,3,1453.116411,4359.35,Individual,Completada
24627,6/22/2025,Teclado,Accesorios,2,384.8262955,769.65,Individual,Completada
24628,3/5/2025,Router,Red,1,487.7392465,487.74,Empresa,Completada
24629,12/11/2025,SSD,Almacenamiento,1,882.2475462,882.25,Individual,Completada
24630,1/22/2025,Laptop,Computo,2,756.2512256,1512.5,Individual,Completada
24631,6/12/2025,Teclado,Accesorios,1,1335.903025,1335.9,Individual,Completada
24632,12/10/2025,Mouse,Accesorios,2,419.7321033,839.46,Empresa,Completada
24633,6/28/2025,Tablet,Computo,3,750.8547416,2252.56,Individual,Completada
24634,2/14/2025,Monitor,Pantallas,3,750.0925411,2250.28,Empresa,Completada
24635,4/18/2025,Webcam,Video,2,483.1697772,966.34,Empresa,Completada
24636,6/4/2025,Tablet,Computo,3,1086.327997,3258.98,PYME,Completada
24637,3/11/2025,Laptop,Computo,3,1168.933102,3506.8,Individual,Completada
24638,6/19/2025,SSD,Almacenamiento,3,946.0360675,2838.11,PYME,Completada
24639,11/7/2025,Auriculares,Audio,3,1451.556428,4354.67,Individual,Completada
24640,11/6/2025,Router,Red,3,877.909595,2633.73,Empresa,Completada
24641,1/4/2025,Laptop,Computo,2,1023.534362,2047.07,PYME,Completada
24642,3/6/2025,Auriculares,Audio,3,559.2448504,1677.73,PYME,Completada
24643,4/18/2025,Router,Red,3,210.5241984,631.57,PYME,Completada
24644,8/11/2025,Router,Red,3,73.0394932,219.12,Individual,Completada
24645,5/12/2025,Monitor,Pantallas,1,983.7658061,983.77,Individual,Completada
24646,11/19/2025,Mouse,Accesorios,2,1472.063413,2944.13,Individual,Completada
24647,9/3/2025,Webcam,Video,2,647.8185606,1295.64,Individual,Completada
24648,2/8/2025,Monitor,Pantallas,2,559.5145441,1119.03,Empresa,Completada
24649,8/22/2025,Laptop,Computo,1,855.8790783,855.88,Individual,Completada
24650,2/22/2025,Tablet,Computo,3,138.9826007,416.95,PYME,Completada
24651,4/20/2025,Auriculares,Audio,2,1386.507528,2773.02,Individual,Completada
24652,3/13/2025,Laptop,Computo,2,511.0129972,1022.03,PYME,Completada
24653,3/3/2025,Auriculares,Audio,1,633.9082576,633.91,Empresa,Completada
24654,8/19/2025,Webcam,Video,2,1021.656371,2043.31,Individual,Completada
24655,7/25/2025,Mouse,Accesorios,3,1161.923057,3485.77,Individual,Completada
24656,3/29/2025,Monitor,Pantallas,2,175.3595252,350.72,Empresa,Completada
24657,12/2/2025,Tablet,Computo,3,139.587873,418.76,Empresa,Completada
24658,6/26/2025,Teclado,Accesorios,3,255.6235287,766.87,Individual,Completada
24659,2/8/2025,Dock USB,Accesorios,2,1047.034049,2094.07,Individual,Completada
24660,2/13/2025,Auriculares,Audio,2,810.1839509,1620.37,PYME,Completada
24661,8/27/2025,Dock USB,Accesorios,1,556.3621378,556.36,,Completada
24662,12/12/2025,Laptop,Computo,1,1288.927394,1288.93,PYME,Completada
24663,8/15/2025,Webcam,Video,1,1314.497065,1314.5,Empresa,Completada
24664,11/30/2025,Teclado,Accesorios,3,244.3292989,732.99,Individual,Completada
24665,6/9/2025,Tablet,Computo,1,1324.114109,1324.11,Individual,Completada
24666,6/23/2025,Teclado,Accesorios,2,220.4179499,440.84,Individual,Completada
24667,7/17/2025,Laptop,Computo,1,1006.231122,1006.23,Individual,Completada
24668,9/17/2025,Webcam,Video,2,1289.241185,2578.48,Individual,Completada
24669,5/1/2025,Teclado,Accesorios,3,103.0795355,309.24,Individual,Completada
24670,11/19/2025,Tablet,Computo,2,746.5373304,1493.07,Individual,Completada
24671,1/13/2025,Mouse,Accesorios,2,155.2789823,310.56,Individual,Completada
24672,5/31/2025,SSD,Almacenamiento,3,1189.282414,3567.85,PYME,Completada
24673,7/16/2025,SSD,Almacenamiento,2,652.9442277,1305.89,Individual,Completada
24674,8/10/2025,Auriculares,Audio,3,749.6295604,2248.89,Individual,Completada
24675,4/4/2025,Dock USB,Accesorios,2,231.2565761,462.51,Individual,Completada
24676,6/16/2025,Laptop,Computo,2,1292.383752,2584.77,Empresa,Completada
24677,6/5/2025,Teclado,Accesorios,2,637.8907023,1275.78,Empresa,Cancelada
24678,9/14/2025,Monitor,Pantallas,3,824.6279061,2473.88,Individual,Completada
24679,10/9/2025,Tablet,Computo,3,511.5643463,1534.69,,Completada
24680,9/22/2025,SSD,Almacenamiento,3,131.4216367,394.26,Empresa,Completada
24681,5/7/2025,Teclado,Accesorios,2,1023.922183,2047.84,Empresa,Completada
24682,12/19/2025,SSD,Almacenamiento,3,1422.720855,4268.16,Individual,Completada
24683,11/4/2025,Dock USB,Accesorios,3,749.8702531,2249.61,PYME,Completada
24684,4/24/2025,Tablet,Computo,1,822.0583404,822.06,,Completada
24685,3/8/2025,Webcam,Video,3,572.6467359,1717.94,Individual,Completada
24686,4/20/2025,Auriculares,Audio,1,363.7947505,363.79,Individual,Completada
24687,6/8/2025,Monitor,Pantallas,1,698.8405043,698.84,Individual,Completada
24688,11/15/2025,SSD,Almacenamiento,3,1409.830257,4229.49,Individual,Completada
24689,10/18/2025,Router,Red,3,384.3571304,1153.07,PYME,Completada
24690,11/22/2025,Router,Red,1,565.5013317,565.5,PYME,Completada
24691,4/13/2025,Teclado,Accesorios,2,653.1361343,1306.27,Individual,Cancelada
24692,8/8/2025,Router,Red,2,205.4062473,410.81,PYME,Completada
24693,4/25/2025,Router,Red,2,731.5792371,1463.16,Individual,Completada
24694,2/21/2025,Teclado,Accesorios,3,155.504377,466.51,Individual,Completada
24695,9/20/2025,Webcam,Video,2,234.8041798,469.61,Individual,Completada
24696,3/30/2025,Monitor,Pantallas,1,549.5107176,549.51,Individual,Completada
24697,9/7/2025,Webcam,Video,1,653.9714187,653.97,Empresa,Completada
24698,9/13/2025,Tablet,Computo,3,1067.186235,3201.56,Individual,Completada
24699,10/19/2025,Webcam,Video,3,1133.29041,3399.87,Individual,Completada
24700,3/10/2025,Laptop,Computo,1,500.8356624,500.84,Individual,Completada
24701,10/3/2025,Dock USB,Accesorios,3,369.3992474,1108.2,Empresa,Completada
24702,12/10/2025,Tablet,Computo,2,869.5355155,1739.07,PYME,Completada
24703,11/4/2025,Webcam,Video,2,966.9968647,1933.99,Individual,Completada
24704,10/2/2025,SSD,Almacenamiento,3,855.8406689,2567.52,PYME,Completada
24705,9/4/2025,Tablet,Computo,1,106.1599701,106.16,Empresa,Completada
24706,6/7/2025,Router,Red,3,212.1943874,636.58,Individual,Completada
24707,9/11/2025,Dock USB,Accesorios,1,721.6688452,721.67,Individual,Cancelada
24708,9/6/2025,Dock USB,Accesorios,2,1216.943108,2433.89,Individual,Completada
24709,9/6/2025,Tablet,Computo,3,492.0090728,1476.03,PYME,Completada
24710,10/26/2025,Monitor,Pantallas,1,1470.347276,1470.35,,Completada
24711,6/15/2025,Laptop,Computo,1,500.0742798,500.07,Empresa,Completada
24712,2/3/2025,Dock USB,Accesorios,3,995.9132253,2987.74,Empresa,Completada
